index,Airport Name,City,Country,three-digit code,four_digit,l1,l2
1918,Bundaberg Airport,Bundaberg,Australia,BDB,YBUD,-24.90390015,152.3190002
1919,Badu Island Airport,Badu Island,Australia,BDD,YBAU,-10.14999962,142.1734
1920,Baudette International Airport,Baudette,United States,BDE,KBDE,48.72840118,-94.61219788
1921,Bandar Lengeh Airport,Bandar Lengeh,Iran,BDH,OIBL,26.53199959,54.82479858
1922,Bird Island Airport,Bird Island,Seychelles,BDI,FSSB,-3.72472,55.205299
1923,Syamsudin Noor Airport,Banjarmasin,Indonesia,BDJ,WAOO,-3.442359924,114.7630005
1924,Bradley International Airport,Windsor Locks,United States,BDL,KBDL,41.93889999,-72.68319702
1925,Bandırma Airport,Bandirma,Turkey,BDM,LTBG,40.31800079,27.97769928
1926,Talhar Airport,Talhar,Pakistan,BDN,OPTH,24.84149933,68.83840179
1927,Husein Sastranegara International Airport,Bandung,Indonesia,BDO,WICC,-6.900629997,107.5759964
1928,Bhadrapur Airport,Chandragarhi,Nepal,BDP,VNCG,26.57080078,88.07959747
1929,Vadodara Airport,Baroda,India,BDQ,VABO,22.33620071,73.2263031
1930,Igor I Sikorsky Memorial Airport,Stratford,United States,BDR,KBDR,41.16350174,-73.12619781
1931,Brindisi – Salento Airport,Brindisi,Italy,BDS,LIBR,40.6576,17.947001
1932,Gbadolite Airport,Gbadolite,Congo (Kinshasa),BDT,FZFD,4.253210068,20.97529984
1933,Bardufoss Airport,Bardufoss,Norway,BDU,ENDU,69.05580139,18.54039955
1934,Benbecula Airport,Benbecula,United Kingdom,BEB,EGPL,57.48109818,-7.362780094
1935,Beech Factory Airport,Wichita,United States,BEC,KBEC,37.69449997,-97.21499634
1936,Laurence G Hanscom Field,Bedford,United States,BED,KBED,42.47000122,-71.28900146
1937,Bluefields Airport,Bluefields,Nicaragua,BEF,MNBL,11.99100018,-83.77410126
1938,Belgrade Nikola Tesla Airport,Belgrade,Serbia,BEG,LYBE,44.81840134,20.3090992
1939,Beica Airport,Beica,Ethiopia,BEI,HABE,9.386389732,34.52190018
1940,Barau(Kalimaru) Airport,Tanjung Redep-Borneo Island,Indonesia,BEJ,WALK,2.155499935,117.4319992
1941,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,BEL,SBBE,-1.37925005,-48.47629929
1942,Beni Mellal Airport,Beni Mellal,Morocco,BEM,GMMD,32.40000153,-6.333330154
1943,Benina International Airport,Benghazi,Libya,BEN,HLLB,32.09680176,20.26950073
1944,Lake Macquarie Airport,Lake Macquarie,Australia,BEO,YPEC,-33.0667,151.647995
1945,Bellary Airport,Bellary,India,BEP,VOBI,15.16279984,76.88279724
1946,RAF Honington,Honington,United Kingdom,BEQ,EGXH,52.34260178,0.7729390264
1947,Brest Bretagne Airport,Brest,France,BES,LFRB,48.44789886,-4.418540001
1948,Bethel Airport,Bethel,United States,BET,PABE,60.77980042,-161.8379974
1949,Bedourie Airport,Bedourie,Australia,BEU,YBIE,-24.34609985,139.4600067
1950,Beersheba (Teyman) Airport,Beer-sheba,Israel,BEV,LLBS,31.28700066,34.72299957
1951,Beira Airport,Beira,Mozambique,BEW,FQBR,-19.79640007,34.9076004
1952,Beirut Rafic Hariri International Airport,Beirut,Lebanon,BEY,OLBA,33.82089996,35.48839951
1953,Beru Airport,Beru Island,Kiribati,BEZ,NGBR,-1.354719996,176.0070038
1954,Bradford Regional Airport,Bradford,United States,BFD,KBFD,41.80310059,-78.64009857
1955,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,United States,BFF,KBFF,41.87400055,-103.5960007
1956,Bacacheri Airport,Curitiba,Brazil,BFH,SBBI,-25.40509987,-49.23199844
1957,Boeing Field King County International Airport,Seattle,United States,BFI,KBFI,47.52999878,-122.302002
1958,Bijie Feixiong Airport,Bijie,China,BFJ,ZUBJ,27.267066,105.472097
1959,Meadows Field,Bakersfield,United States,BFL,KBFL,35.43360138,-119.0569992
1960,Mobile Downtown Airport,Mobile,United States,BFM,KBFM,30.62680054,-88.06809998
1961,Bram Fischer International Airport,Bloemfontein,South Africa,BFN,FABL,-29.09269905,26.30240059
1962,Buffalo Range Airport,Chiredzi,Zimbabwe,BFO,FVCZ,-21.00810051,31.57859993
1963,Beaver County Airport,Beaver Falls,United States,BFP,KBVI,40.77249908,-80.3914032
1964,Belfast International Airport,Belfast,United Kingdom,BFS,EGAA,54.65750122,-6.215829849
1965,Beaufort County Airport,Beaufort,United States,BFT,KARW,32.41220093,-80.63439941
1966,Bengbu Airport,Bengbu,China,BFU,ZSBB,32.84773333,117.3202444
1967,Buri Ram Airport,Buri Ram,Thailand,BFV,VTUO,15.22949982,103.2529984
1968,Bafoussam Airport,Bafoussam,Cameroon,BFX,FKKU,5.536920071,10.35459995
1969,Palonegro Airport,Bucaramanga,Colombia,BGA,SKBG,7.1265,-73.1848
1970,Bragança Airport,Braganca,Portugal,BGC,LPBG,41.85779953,-6.707129955
1971,Decatur County Industrial Air Park,Bainbridge,United States,BGE,KBGE,30.9715004,-84.63739777
1972,Bangui M'Poko International Airport,Bangui,Central African Republic,BGF,FEFF,4.398479939,18.51880074
1973,Sir Grantley Adams International Airport,Bridgetown,Barbados,BGI,TBPB,13.07460022,-59.49250031
1974,Greater Binghamton/Edwin A Link field,Binghamton,United States,BGM,KBGM,42.20869827,-75.97979736
1975,Bergen Airport Flesland,Bergen,Norway,BGO,ENBR,60.29339981,5.218140125
1976,Bangor International Airport,Bangor,United States,BGR,KBGR,44.80739975,-68.82810211
1977,Baghdad International Airport,Baghdad,Iraq,BGW,ORBI,33.26250076,44.23460007
1978,Comandante Gustavo Kraemer Airport,Bage,Brazil,BGX,SBBG,-31.39049911,-54.11220169
1979,Il Caravaggio International Airport,Bergamo,Italy,BGY,LIME,45.673901,9.70417
1980,Hancock County-Bar Harbor Airport,Bar Harbor,United States,BHB,KBHB,44.45000076,-68.3615036
1981,George Best Belfast City Airport,Belfast,United Kingdom,BHD,EGAC,54.61809921,-5.872499943
1982,Woodbourne Airport,Woodbourne,New Zealand,BHE,NZWB,-41.5182991,173.8699951
1983,Brus Laguna Airport,Brus Laguna,Honduras,BHG,MHBL,15.7631,-84.543602
1984,Bisha Airport,Bisha,Saudi Arabia,BHH,OEBH,19.9843998,42.6208992
1985,Comandante Espora Airport,Bahia Blanca,Argentina,BHI,SAZB,-38.725,-62.1693
1986,Bhuj Airport,Bhuj,India,BHJ,VABJ,23.28779984,69.67019653
1987,Bukhara Airport,Bukhara,Uzbekistan,BHK,UTSB,39.77500153,64.48329926
1988,Birmingham-Shuttlesworth International Airport,Birmingham,United States,BHM,KBHM,33.56290054,-86.75350189
1989,Beihan Airport,Beihan,Yemen,BHN,OYBN,14.78199959,45.7201004
1990,Raja Bhoj International Airport,Bhopal,India,BHO,VABP,23.28750038,77.33740234
1991,Bhojpur Airport,Bhojpur,Nepal,BHP,VNBJ,27.1473999,87.05079651
1992,Broken Hill Airport,Broken Hill,Australia,BHQ,YBHI,-32.00139999,141.4720001
1993,Bharatpur Airport,Bharatpur,Nepal,BHR,VNBP,27.67810059,84.42939758
1994,Bathurst Airport,Bathurst,Australia,BHS,YBTH,-33.40940094,149.6519928
1995,Bhavnagar Airport,Bhaunagar,India,BHU,VABV,21.75219917,72.18520355
1996,Bahawalpur Airport,Bahawalpur,Pakistan,BHV,OPBW,29.34810066,71.71800232
1997,Birmingham International Airport,Birmingham,United Kingdom,BHX,EGBB,52.45389938,-1.748029947
1998,Beihai Airport,Beihai,China,BHY,ZGBH,21.5394,109.293999
1999,Bastia-Poretta Airport,Bastia,France,BIA,LFKB,42.55270004,9.483730316
2000,Block Island State Airport,Block Island,United States,BID,KBID,41.16809845,-71.57779694
2001,Biggs Army Air Field (Fort Bliss),El Paso,United States,BIF,KBIF,31.84950066,-106.3799973
2002,Allen Army Airfield,Delta Junction,United States,BIG,PABI,63.99449921,-145.7220001
2003,Eastern Sierra Regional Airport,Bishop,United States,BIH,KBIH,37.37310028,-118.3639984
2004,Frans Kaisiepo Airport,Biak,Indonesia,BIK,WABB,-1.190019965,136.1080017
2005,Billings Logan International Airport,Billings,United States,BIL,KBIL,45.80770111,-108.5429993
2006,South Bimini Airport,Alice Town,Bahamas,BIM,MYBS,25.69989967,-79.26470184
2007,Bamiyan Airport,Bamyan,Afghanistan,BIN,OABN,34.81700134,67.81700134
2008,Bilbao Airport,Bilbao,Spain,BIO,LEBB,43.30110168,-2.910609961
2009,Biarritz-Anglet-Bayonne Airport,Biarritz-bayonne,France,BIQ,LFBZ,43.4683333,-1.5311111
2010,Biratnagar Airport,Biratnagar,Nepal,BIR,VNVT,26.48150063,87.26399994
2011,Bismarck Municipal Airport,Bismarck,United States,BIS,KBIS,46.77270126,-100.7460022
2012,Bildudalur Airport,Bildudalur,Iceland,BIU,BIBD,65.64129639,-23.5461998
2013,Tulip City Airport,Holland,United States,BIV,KBIV,42.74290085,-86.10739899
2014,Keesler Air Force Base,Biloxi,United States,BIX,KBIX,30.41040039,-88.92440033
2015,Bisho Airport,Bisho,South Africa,BIY,FABE,-32.89709854,27.27910042
2016,Soummam Airport,Bejaja,Algeria,BJA,DAAE,36.7120018,5.069920063
2017,Bojnord Airport,Bojnourd,Iran,BJB,OIMN,37.49300003,57.30820084
2018,Rocky Mountain Metropolitan Airport,Broomfield-CO,United States,BJC,KBJC,39.90879822,-105.1169968
2019,Båtsfjord Airport,Batsfjord,Norway,BJF,ENBS,70.60050201,29.69140053
2020,Bajhang Airport,Bajhang,Nepal,BJH,VNBG,29.53899956,81.18540192
2021,Bemidji Regional Airport,Bemidji,United States,BJI,KBJI,47.50939941,-94.93370056
2022,Banjul International Airport,Banjul,Gambia,BJL,GBYD,13.3380003,-16.6522007
2023,Bujumbura International Airport,Bujumbura,Burundi,BJM,HBBA,-3.324019909,29.31850052
2024,Bermejo Airport,Bermejo,Bolivia,BJO,SLBJ,-22.77330017,-64.31289673
2025,Estadual Arthur Siqueira Airport,Braganca Paulista,Brazil,BJP,SBBP,-22.979162,-46.537508
2026,Bahir Dar Airport,Bahar Dar,Ethiopia,BJR,HABD,11.60809994,37.32160187
2027,Bajura Airport,Bajura,Nepal,BJU,VNBR,29.50200081,81.66899872
2028,Milas Bodrum International Airport,Bodrum,Turkey,BJV,LTFE,37.25059891,27.66430092
2029,Del Bajío International Airport,Del Bajio,Mexico,BJX,MMLO,20.99349976,-101.4810028
2030,Batajnica Air Base,Batajnica,Serbia,BJY,LYBT,44.935299,20.2575
2031,Badajoz Airport,Badajoz,Spain,BJZ,LEBZ,38.8913002,-6.82133007
2032,Bykovo Airport,Moscow,Russia,BKA,UUBB,55.61719894,38.06000137
2033,Buckland Airport,Buckland,United States,BKC,PABL,65.9815979,-161.1490021
2034,Stephens County Airport,Breckenridge,United States,BKD,KBKD,32.71900177,-98.89099884
2035,Baker City Municipal Airport,Baker City,United States,BKE,KBKE,44.83729935,-117.8089981
2036,Buckley Air Force Base,Buckley,United States,BKF,KBKF,39.7016983,-104.7519989
2037,Barking Sands Airport,Barking Sands,United States,BKH,PHBK,22.02280045,-159.7850037
2038,Kota Kinabalu International Airport,Kota Kinabalu,Malaysia,BKI,WBKK,5.937210083,116.0510025
2039,Suvarnabhumi Airport,Bangkok,Thailand,BKK,VTBS,13.68109989,100.7470016
2040,Burke Lakefront Airport,Cleveland,United States,BKL,KBKL,41.51750183,-81.6832962
2041,Bakalalan Airport,Bakalalan,Malaysia,BKM,WBGQ,3.973999977,115.6179962
2042,Senou Airport,Bamako,Mali,BKO,GABS,12.53349972,-7.949940205
2043,Blackall Airport,Blackall,Australia,BKQ,YBCK,-24.42779922,145.4290009
2044,Fatmawati Soekarno Airport,Bengkulu,Indonesia,BKS,WIPL,-3.8637,102.338997
2045,Raleigh County Memorial Airport,Beckley,United States,BKW,KBKW,37.78730011,-81.12419891
2046,Bukavu Kavumu Airport,Bukavu/kavumu,Congo (Kinshasa),BKY,FZMA,-2.308979988,28.80879974
2047,Bukoba Airport,Bukoba,Tanzania,BKZ,HTBU,-1.332,31.8212
2048,General Jose Antonio Anzoategui International Airport,Barcelona,Venezuela,BLA,SVBC,10.10709953,-64.68920135
2049,Panama Pacific International Airport,Howard,Panama,BLB,MPHO,8.91479,-79.599602
2050,Borlange Airport,Borlange,Sweden,BLE,ESSD,60.42200089,15.51519966
2051,Mercer County Airport,Bluefield,United States,BLF,KBLF,37.29579926,-81.20770264
2052,Belaga Airport,Belaga,Malaysia,BLG,WBGC,2.650000095,113.7669983
2053,Blythe Airport,Blythe,United States,BLH,KBLH,33.61920166,-114.7170029
2054,Bellingham International Airport,Bellingham,United States,BLI,KBLI,48.7928009,-122.538002
2055,Batna Airport,Batna,Algeria,BLJ,DABT,35.7521019,6.308589935
2056,Blackpool International Airport,Blackpool,United Kingdom,BLK,EGNH,53.77170181,-3.028609991
2057,Billund Airport,Billund,Denmark,BLL,EKBI,55.74029922,9.151780128
2058,Benalla Airport,,Australia,BLN,YBLA,-36.55189896,146.0070038
2059,Bologna Guglielmo Marconi Airport,Bologna,Italy,BLQ,LIPE,44.5354,11.2887
2060,Kempegowda International Airport,Bangalore,India,BLR,VOBL,13.1979,77.706299
2061,Blackwater Airport,Blackwater,Australia,BLT,YBTR,-23.60309982,148.8070068
2062,Scott AFB/Midamerica Airport,Belleville,United States,BLV,KBLV,38.5452,-89.835197
2063,Chileka International Airport,Blantyre,Malawi,BLZ,FWCL,-15.67910004,34.97399902
2064,Stockholm-Bromma Airport,Stockholm,Sweden,BMA,ESSB,59.35440063,17.94169998
2065,Bumbar Airport,Bumba,Congo (Kinshasa),BMB,FZFU,2.182780027,22.4817009
2066,Brigham City Airport,Brigham City,United States,BMC,KBMC,41.55239868,-112.0619965
2067,Belo sur Tsiribihina Airport,Belo sur Tsiribihina,Madagascar,BMD,FMML,-19.68670082,44.54190063
2068,Broome International Airport,Broome,Australia,BME,YBRM,-17.94470024,122.2320023
2069,Monroe County Airport,Bloomington,United States,BMG,KBMG,39.14599991,-86.61669922
2070,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,United States,BMI,KBMI,40.47710037,-88.91590118
2071,Borkum Airport,Borkum,Germany,BMK,EDWR,53.59638977,6.709167004
2072,Bitam Airport,Bitam,Gabon,BMM,FOOB,2.075639963,11.4932003
2073,Banmaw Airport,Banmaw,Burma,BMO,VYBM,24.2689991,97.24620056
2074,Brampton Island Airport,Brampton Island,Australia,BMP,YBPI,-20.80330086,149.2700043
2075,Burnet Municipal Kate Craddock Field,Bamburi,Kenya,BMQ,KBMQ,30.73889923,-98.23860168
2076,Beaumont Municipal Airport,Beaumont,United States,BMT,KBMT,30.07069969,-94.21579742
2077,Muhammad Salahuddin Airport,Bima,Indonesia,BMU,WADB,-8.539649963,118.6869965
2078,Buon Ma Thuot Airport,Buonmethuot,Vietnam,BMV,VVBM,12.66829968,108.1200027
2079,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Algeria,BMW,DATM,21.375,0.9238889813
2080,Big Mountain Airport,Big Mountain,United States,BMX,PABM,59.36119843,-155.2590027
2081,Île Art - Waala Airport,Waala,New Caledonia,BMY,NWWC,-19.72060013,163.6609955
2082,Nashville International Airport,Nashville,United States,BNA,KBNA,36.12450027,-86.67819977
2083,Boende Airport,Boende,Congo (Kinshasa),BNB,FZGN,-0.2169999927,20.85000038
2084,Beni Airport,Beni,Congo (Kinshasa),BNC,FZNP,0.5749999881,29.47389984
2085,Bandar Abbas International Airport,Bandar Abbas,Iran,BND,OIKB,27.21829987,56.37779999
2086,Brisbane International Airport,Brisbane,Australia,BNE,YBBN,-27.38419914,153.1170044
2087,Banning Municipal Airport,Banning,United States,BNG,KBNG,33.92309952,-116.8509979
2088,Benin Airport,Benin,Nigeria,BNI,DNBE,6.316979885,5.599500179
2089,Ballina Byron Gateway Airport,Ballina Byron Bay,Australia,BNK,YBNA,-28.83390045,153.5619965
2090,Brønnøysund Airport,Bronnoysund,Norway,BNN,ENBN,65.46109772,12.21749973
2091,Bannu Airport,Bannu,Pakistan,BNP,OPBN,32.97290039,70.5279007
2092,Barinas Airport,Barinas,Venezuela,BNS,SVBI,8.619569778,-70.22080231
2093,Blumenau Airport,BLUMENAU,Brazil,BNU,SSBL,-26.83060074,-49.09030151
2094,Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,BNX,LQBK,44.94139862,17.29750061
2095,Boma Airport,Boma,Congo (Kinshasa),BOA,FZAJ,-5.854000092,13.06400013
2096,Bora Bora Airport,Bora Bora,French Polynesia,BOB,NTTB,-16.44440079,-151.7510071
2097,Bocas Del Toro International Airport,Bocas Del Toro,Panama,BOC,MPBO,9.340849876,-82.25080109
2098,Bordeaux-Mérignac Airport,Bordeaux,France,BOD,LFBD,44.82830048,-0.7155560255
2099,El Dorado International Airport,Bogota,Colombia,BOG,SKBO,4.70159,-74.1469
2100,Bournemouth Airport,Bournemouth,United Kingdom,BOH,EGHH,50.77999878,-1.842499971
2101,Boise Air Terminal/Gowen field,Boise,United States,BOI,KBOI,43.56439972,-116.2229996
2102,Burgas Airport,Bourgas,Bulgaria,BOJ,LBBG,42.56959915,27.51519966
2103,Chhatrapati Shivaji International Airport,Mumbai,India,BOM,VABB,19.08869934,72.86789703
2104,Flamingo International Airport,Kralendijk,Netherlands Antilles,BON,TNCB,12.13099957,-68.26850128
2105,Bodø Airport,Bodo,Norway,BOO,ENBO,67.26920319,14.36530018
2106,Fontaine Airport,Belfort,France,BOR,LFSQ,47.6556015,7.010829926
2107,General Edward Lawrence Logan International Airport,Boston,United States,BOS,KBOS,42.36429977,-71.00520325
2108,Bourges Airport,Bourges,France,BOU,LFLD,47.05810165,2.370280027
2109,Bartow Municipal Airport,Bartow,United States,BOW,KBOW,27.94339943,-81.78340149
2110,Borroloola Airport,Borroloola,Australia,BOX,YBRL,-16.07530022,136.302002
2111,Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,BOY,DFOO,11.16009998,-4.33096981
2112,Bamenda Airport,Bamenda,Cameroon,BPC,FKKV,6.039239883,10.1225996
2113,Qinhuangdao Beidaihe Airport,Bagan,Burma,BPE,ZBDH,39.666389,119.058889
2114,Bislig Airport,,Philippines,BPH,RPMF,8.195949554,126.3219986
2115,Miley Memorial Field,Big Piney,United States,BPI,KBPI,42.58509827,-110.1110001
2116,Alashankou Bole (Bortala) airport,Bole,China,BPL,ZWAX,44.895,82.3
2117,Begumpet Airport,Hyderabad,India,BPM,VOHY,17.4531002,78.46759796
2118,Sultan Aji Muhamad Sulaiman Airport,Balikpapan,Indonesia,BPN,WALL,-1.268270016,116.8939972
2119,Borongan Airport,Borongan,Philippines,BPR,RPVW,11.67430019,125.4789963
2120,Porto Seguro Airport,Porto Seguro,Brazil,BPS,SBPS,-16.43860054,-39.08089828
2121,Southeast Texas Regional Airport,Beaumont,United States,BPT,KBPT,29.95079994,-94.02069855
2122,Qamdo Bangda Airport,Bangda,China,BPX,ZUBD,30.55360031,97.10829926
2123,Besalampy Airport,Besalampy,Madagascar,BPY,FMNQ,-16.7445303,44.48248386
2124,Busselton Regional Airport,Brusselton,Australia,BQB,YBLN,-33.68842316,115.4015961
2125,Bubaque Airport,Bubaque,Guinea-Bissau,BQE,GGBU,11.29735565,-15.83807945
2126,London Biggin Hill Airport,Biggin Hill,United Kingdom,BQH,EGKB,51.3307991,0.03249999881
2127,Brunswick Golden Isles Airport,Brunswick,United States,BQK,KBQK,31.25880051,-81.46649933
2128,Boulia Airport,Boulia,Australia,BQL,YBOU,-22.91329956,139.8999939
2129,Rafael Hernandez Airport,Aguadilla,Puerto Rico,BQN,TJBQ,18.49489975,-67.12940216
2130,Ignatyevo Airport,Blagoveschensk,Russia,BQS,UHBB,50.42539978,127.4120026
2131,Brest Airport,Brest,Belarus,BQT,UMBB,52.108299,23.8981
2132,J F Mitchell Airport,Bequia,Saint Vincent and the Grenadines,BQU,TVSB,12.98840046,-61.26200104
2133,Barreiras Airport,Barreiras,Brazil,BRA,SNBR,-12.07890034,-45.00899887
2134,San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,BRC,SAZS,-41.15119934,-71.15750122
2135,Brainerd Lakes Regional Airport,Brainerd,United States,BRD,KBRD,46.39830017,-94.13809967
2136,Bremen Airport,Bremen,Germany,BRE,EDDW,53.04750061,8.786669731
2137,Bari Karol Wojtyła Airport,Bari,Italy,BRI,LIBD,41.138901,16.760599
2138,Bourke Airport,Bourke,Australia,BRK,YBKE,-30.03919983,145.9519958
2139,Southeast Iowa Regional Airport,Burlington,United States,BRL,KBRL,40.78319931,-91.12550354
2140,Barquisimeto International Airport,Barquisimeto,Venezuela,BRM,SVBM,10.04274654,-69.35861969
2141,Bern Belp Airport,Bern,Switzerland,BRN,LSZB,46.91410065,7.497149944
2142,Brownsville South Padre Island International Airport,Brownsville,United States,BRO,KBRO,25.90679932,-97.42590332
2143,Brno-Tuřany Airport,Brno,Czech Republic,BRQ,LKTB,49.15129852,16.69440079
2144,Barra Airport,Barra,United Kingdom,BRR,EGPR,57.02280045,-7.443059921
2145,Bristol Airport,Bristol,United Kingdom,BRS,EGGD,51.382702,-2.71909
2146,Bathurst Island Airport,Bathurst Island,Australia,BRT,YBTI,-11.76920033,130.6199951
2147,Brussels Airport,Brussels,Belgium,BRU,EBBR,50.90140152,4.48443985
2148,Bremerhaven Airport,Bremerhaven,Germany,BRV,EDWB,53.506943,8.572778
2149,Wiley Post Will Rogers Memorial Airport,Barrow,United States,BRW,PABR,71.285402,-156.766008
2150,Maria Montez International Airport,Barahona,Dominican Republic,BRX,MDBH,18.25149918,-71.12039948
2151,Bosaso Airport,Bosaso,Somalia,BSA,HCMF,11.27530003,49.1493988
2152,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,BSB,SBBR,-15.86916733,-47.92083359
2153,José Celestino Mutis Airport,Bahia Solano,Colombia,BSC,SKBS,6.20292,-77.3947
2154,Bradshaw Army Airfield,Bradshaw Field,United States,BSF,PHSF,19.76009941,-155.5540009
2155,Bata Airport,Bata,Equatorial Guinea,BSG,FGBT,1.905470014,9.805680275
2156,Bairnsdale Airport,Bairnsdale,Australia,BSJ,YBNS,-37.88750076,147.5679932
2157,Biskra Airport,Biskra,Algeria,BSK,DAUB,34.79330063,5.738230228
2158,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,BSL,LFSB,47.59,7.5291667
2159,Basco Airport,Basco,Philippines,BSO,RPUO,20.45129967,121.9800034
2160,Basrah International Airport,Basrah,Iraq,BSR,ORMM,30.54910088,47.66210175
2161,Bost Airport,Lashkar Gah,Afghanistan,BST,OABT,31.55970001,64.36499786
2162,Basankusu Airport,Basankusu,Congo (Kinshasa),BSU,FZEN,1.224720001,19.78890038
2163,Pathein Airport,Pathein,Burma,BSX,VYPN,16.81520081,94.7798996
2164,Sherbro International Airport,Bonthe,Sierra Leone,BTE,GFBN,7.532420158,-12.51889992
2165,Hang Nadim International Airport,Batam,Indonesia,BTH,WIDD,1.121029973,104.1190033
2166,Barter Island LRRS Airport,Barter Island,United States,BTI,PABA,70.13400269,-143.5820007
2167,Sultan Iskandar Muda International Airport,Banda Aceh,Indonesia,BTJ,WITT,5.522872024,95.42063713
2168,Bratsk Airport,Bratsk,Russia,BTK,UIBB,56.37060165,101.697998
2169,W K Kellogg Airport,Battle Creek,United States,BTL,KBTL,42.30730057,-85.25150299
2170,Bert Mooney Airport,Butte,United States,BTM,KBTM,45.95479965,-112.4970016
2171,"Baton Rouge Metropolitan, Ryan Field",Baton Rouge,United States,BTR,KBTR,30.53319931,-91.14959717
2172,M. R. Štefánik Airport,Bratislava,Slovakia,BTS,LZIB,48.17020035,17.21269989
2173,Bettles Airport,Bettles,United States,BTT,PABT,66.91390228,-151.529007
2174,Bintulu Airport,Bintulu,Malaysia,BTU,WBGB,3.123850107,113.0199966
2175,Burlington International Airport,Burlington,United States,BTV,KBTV,44.47190094,-73.15329742
2176,Bursa Airport,Bursa,Turkey,BTZ,LTBE,40.23329926,29.00919914
2177,Buka Airport,Buka Island,Papua New Guinea,BUA,AYBK,-5.422319889,154.6730042
2178,Burketown Airport,Burketown,Australia,BUC,YBKT,-17.74860001,139.5339966
2179,Budapest Ferenc Liszt International Airport,Budapest,Hungary,BUD,LHBP,47.43690109,19.25559998
2180,Buffalo Niagara International Airport,Buffalo,United States,BUF,KBUF,42.94049835,-78.73220062
2181,Benguela Airport,Benguela,Angola,BUG,FNBG,-12.60900021,13.40369987
2182,Bokondini Airport,Bokondini-Papua Island,Indonesia,BUI,WAJB,-3.6822,138.6755
2183,Gerardo Tobar López Airport,Buenaventura,Colombia,BUN,SKBU,3.81963,-76.9898
2184,Burao Airport,Burao,Somalia,BUO,HCMV,9.5275,45.5549
2185,Joshua Mqabuko Nkomo International Airport,Bulawayo,Zimbabwe,BUQ,FVBU,-20.01740074,28.61790085
2186,Bob Hope Airport,Burbank,United States,BUR,KBUR,34.20069885,-118.3590012
2187,Batumi International Airport,Batumi,Georgia,BUS,UGSB,41.61029816,41.59970093
2188,Bathpalathang Airport,Jakar,Bhutan,BUT,VQBT,27.5622,90.7471
2189,Burlington Municipal Airport,Burlington,United States,BUU,KBUU,42.69070053,-88.30460358
2190,Betoambari Airport,Bau-Bau,Indonesia,BUW,WAWB,-5.486879826,122.5690002
2191,Bunia Airport,Bunia,Congo (Kinshasa),BUX,FZKA,1.565719962,30.2208004
2192,Bunbury Airport,Bunbury,Australia,BUY,YBUN,-33.37829971,115.677002
2193,Bushehr Airport,Bushehr,Iran,BUZ,OIBB,28.94479942,50.83459854
2194,Paris Beauvais Tillé Airport,Beauvais,France,BVA,LFOB,49.45439911,2.112780094
2195,Atlas Brasil Cantanhede Airport,Boa Vista,Brazil,BVB,SBBV,2.841388941,-60.6922226
2196,Rabil Airport,Boa Vista,Cape Verde,BVC,GVBA,16.1364994,-22.88890076
2197,Toul Rosières Air Base,Brive,France,BVE,LFSL,48.780001,5.980003
2198,Berlevåg Airport,Berlevag,Norway,BVG,ENBV,70.87139893,29.03420067
2199,Brigadeiro Camarão Airport,Vilhena,Brazil,BVH,SBVH,-12.69439983,-60.09830093
2200,Birdsville Airport,Birdsville,Australia,BVI,YBDV,-25.89749908,139.3480072
2201,Breves Airport,Breves,Brazil,BVS,SNVS,-1.636530042,-50.4435997
2202,Beverly Municipal Airport,Beverly,United States,BVY,KBVY,42.58420181,-70.91649628
2203,Gautam Buddha Airport,Bhairawa,Nepal,BWA,VNBW,27.505685,83.416293
2204,Barrow Island Airport,Barrow Island,Australia,BWB,YBWX,-20.86440086,115.4059982
2205,Braunschweig Wolfsburg Airport,Braunschweig,Germany,BWE,EDVE,52.319199,10.5561
2206,Barrow Walney Island Airport,Barrow Island,United Kingdom,BWF,EGNL,54.1286111,-3.2675
2207,Bowling Green Warren County Regional Airport,Bowling Green,United States,BWG,KBWG,36.96450043,-86.41970062
2208,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,BWI,KBWI,39.17539978,-76.66829681
2209,Bol Airport,Brac,Croatia,BWK,LDSB,43.28570175,16.67970085
2210,Brunei International Airport,Bandar Seri Begawan,Brunei,BWN,WBSB,4.944200039,114.9280014
2211,Balakovo Airport,Balakovo,Russia,BWO,UWSB,51.85829926,47.74560165
2212,Brewarrina Airport,,Australia,BWQ,YBRW,-29.97389984,146.8170013
2213,Wynyard Airport,Burnie,Australia,BWT,YWYY,-40.99890137,145.7310028
2214,Sydney Bankstown Airport,Sydney,Australia,BWU,YSBK,-33.92440033,150.9880066
2215,Las Brujas Airport,Cayo Santa Maria,Cuba,BWW,MUBR,22.62129974,-79.14720154
2216,Babo Airport,Babo,Indonesia,BXB,WASO,-2.532239914,133.4389954
